train accuracy,test accuracy
0.8992,0.9633
0.9636,0.9687
0.968,0.9674
0.969,0.9716
0.9726,0.9651
0.9735,0.9722
0.9738,0.9754
0.9759,0.9773
0.9756,0.9758
0.9774,0.9791
0.9778,0.9786
0.9771,0.9747
0.9781,0.9742
0.9797,0.9791
0.9777,0.9727
0.9786,0.9723
0.9799,0.9744
0.9802,0.9745
0.9797,0.9778
0.9818,0.9778
