train accuracy,test accuracy
0.9477,0.9654
0.9719,0.9685
0.9766,0.9709
0.9785,0.9744
0.981,0.9726
0.9816,0.9752
0.9828,0.9703
0.9832,0.9734
0.984,0.9741
0.9845,0.9745
0.9856,0.9715
0.985,0.9715
0.9854,0.9736
0.9861,0.974
0.9863,0.9713
0.9869,0.9699
0.9869,0.9736
0.9868,0.9724
0.9878,0.9742
0.9886,0.9742
