train accuracy,test accuracy
0.872,0.9331
0.9338,0.9433
0.9457,0.9516
0.9522,0.9389
0.9517,0.9396
0.9574,0.9506
0.9609,0.9552
0.9631,0.9642
0.9632,0.958
0.9665,0.9638
0.9662,0.9619
0.9672,0.9583
0.9695,0.9584
0.9699,0.9583
0.9692,0.9657
0.9724,0.9631
0.972,0.9672
0.9727,0.9636
0.974,0.9648
0.9739,0.9675
