train accuracy,test accuracy
0.3517,0.4439
0.4755,0.5079
0.5263,0.5435
0.5512,0.5732
0.5702,0.5669
0.5832,0.5792
0.5945,0.6053
0.6007,0.6131
0.6054,0.5943
0.6103,0.6011
0.614,0.6037
0.6202,0.6149
0.6234,0.6212
0.6255,0.6329
0.6287,0.6361
0.631,0.6316
0.6348,0.6372
0.6343,0.6345
0.6383,0.6443
0.6431,0.6366
