train accuracy,test accuracy
0.883,0.9781
0.9791,0.9818
0.9855,0.9858
0.9882,0.9906
0.9906,0.9906
0.9916,0.9939
0.9931,0.9916
0.9939,0.9941
0.9946,0.9953
0.995,0.9937
0.996,0.9941
0.9962,0.9949
0.9967,0.995
0.9969,0.9944
0.9975,0.995
0.9976,0.9948
0.9981,0.9951
0.9984,0.9946
0.9988,0.9951
0.9987,0.9939
