train accuracy,test accuracy
0.612,0.8147
0.9082,0.9568
0.9562,0.9685
0.9672,0.9632
0.9729,0.9785
0.9764,0.9786
0.9792,0.9827
0.9824,0.9825
0.9844,0.9838
0.9857,0.9842
0.9871,0.9851
0.9882,0.9871
0.9894,0.9861
0.9901,0.9859
0.9907,0.9862
0.9923,0.988
0.9923,0.9846
0.9928,0.9873
0.9934,0.9876
0.9939,0.9865
