train accuracy,test accuracy
0.5021,0.4946
0.5002,0.4987
0.5014,0.4968
0.5011,0.4967
0.5014,0.5057
0.4973,0.5078
0.5012,0.507
0.5005,0.4954
0.5002,0.4971
0.4993,0.5033
0.4998,0.5065
0.4991,0.4945
0.4992,0.4998
0.503,0.4992
0.5064,0.5159
0.5085,0.5135
0.5121,0.5117
0.5181,0.5081
0.5193,0.5264
0.5278,0.5294
