train accuracy,test accuracy
0.9168,0.9582
0.9661,0.9711
0.9751,0.977
0.9786,0.9804
0.9819,0.9828
0.9848,0.9837
0.987,0.9852
0.9887,0.9861
0.9896,0.9827
0.9912,0.9869
0.9924,0.9871
0.9932,0.9857
0.9938,0.9854
0.9945,0.9851
0.9952,0.9881
0.9959,0.9836
0.9963,0.9881
0.997,0.9884
0.9973,0.9879
0.998,0.9888
