train accuracy,test accuracy
0.4998,0.5011
0.4988,0.4984
0.4974,0.5058
0.4993,0.5022
0.4995,0.5034
0.5021,0.5026
0.5005,0.4956
0.5003,0.4988
0.5014,0.5002
0.5034,0.4962
0.5151,0.5285
0.5599,0.6453
0.7517,0.8794
0.9075,0.9387
0.9397,0.9469
0.9521,0.96
0.9588,0.9625
0.9649,0.9679
0.9683,0.9685
0.9709,0.9654
