train accuracy,test accuracy
0.9045,0.9722
0.9766,0.9819
0.9839,0.985
0.9885,0.9881
0.9913,0.9892
0.9937,0.9868
0.9954,0.9885
0.997,0.9892
0.9979,0.9887
0.9981,0.9881
0.999,0.9884
0.9994,0.9906
0.9998,0.9901
0.9999,0.9901
1.0,0.99
1.0,0.9907
1.0,0.9902
1.0,0.9904
1.0,0.9905
1.0,0.9904
