train accuracy,test accuracy
0.5037,0.526
0.5504,0.5758
0.6097,0.6393
0.6615,0.6781
0.6811,0.6951
0.6949,0.6788
0.7037,0.6992
0.7154,0.7216
0.7209,0.73
0.7298,0.7399
0.7344,0.74
0.7403,0.751
0.7464,0.7574
0.7512,0.7523
0.7562,0.7634
0.7608,0.7693
0.7627,0.7657
0.7686,0.7804
0.772,0.7743
0.7765,0.7748
