train accuracy,test accuracy
0.7064,0.7733
0.8019,0.8307
0.8464,0.8636
0.8694,0.8741
0.8852,0.8792
0.8935,0.8992
0.9019,0.904
0.9085,0.9106
0.9108,0.9173
0.916,0.9194
0.9193,0.9181
0.9212,0.9244
0.925,0.9256
0.9253,0.9249
0.929,0.9246
0.9294,0.9305
0.9306,0.9325
0.9319,0.9343
0.9347,0.9301
0.9355,0.9308
