train accuracy,test accuracy
0.5017,0.5074
0.5013,0.4996
0.4992,0.5126
0.4964,0.5036
0.5004,0.505
0.5001,0.4964
0.4974,0.4935
0.4989,0.494
0.5018,0.4885
0.5005,0.5131
0.5003,0.4952
0.4994,0.491
0.4989,0.4916
0.5007,0.4979
0.5012,0.5086
0.4987,0.4999
0.4977,0.4988
0.5053,0.5104
0.4987,0.4993
0.5009,0.5043
