train accuracy,test accuracy
0.6655,0.815
0.8839,0.8893
0.9371,0.945
0.9512,0.9568
0.9606,0.9609
0.9656,0.9643
0.9702,0.9691
0.9738,0.9687
0.9761,0.9693
0.9785,0.9715
0.9799,0.9731
0.9825,0.971
0.984,0.972
0.9846,0.9725
0.9876,0.9756
0.987,0.9758
0.9902,0.9757
0.9904,0.976
0.9907,0.9769
0.9917,0.9755
