train accuracy,test accuracy
0.4188,0.5344
0.5545,0.5808
0.5999,0.607
0.6217,0.6365
0.6393,0.6381
0.6482,0.6555
0.6533,0.6694
0.6568,0.6669
0.6671,0.6642
0.6694,0.6851
0.6747,0.6745
0.6787,0.6895
0.6823,0.6909
0.681,0.688
0.6797,0.6921
0.6871,0.6879
0.6879,0.698
0.6915,0.692
0.692,0.6887
0.6932,0.6884
